text,font_size,y0,page_num,char_len,word_count,is_upper,starts_with_num,label
"governance, management, funding model and structure, organizational structure, marketing,",9.96,483.0455399999999,10,89,9,0,0,None
"staffing, and evaluation;",9.96,471.5218199999999,10,25,3,0,0,None
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",9.96,459.99809999999985,10,100,14,0,1,None
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",9.96,448.4743799999998,10,90,11,0,0,None
making;,9.96,436.9506599999998,10,7,1,0,0,None
2.3 recruiting and managing the business planner(s);,9.96,425.4269399999998,10,52,7,0,1,None
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",9.96,414.02273999999977,10,96,13,0,1,None
expenditures;,9.96,402.49901999999975,10,13,1,0,0,None
2.5 serving as a focus group for business planner(s) to test ideas;,9.96,390.9752999999997,10,67,12,0,1,None
2.6 providing signoff for business planner(s) at key decision points of business plan development;,9.96,379.4515799999997,10,98,14,0,1,None
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",9.96,367.92785999999967,10,99,11,0,1,None
of the business plan;,9.96,356.40413999999964,10,21,4,0,0,None
2.8 presenting the business plan to funders,9.96,344.99993999999964,10,43,7,0,1,None
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,9.96,333.4762199999996,10,96,14,0,1,None
and education communities.,9.96,321.9524999999996,10,26,3,0,0,None
3. Membership,9.96,299.0345399999996,10,13,2,0,1,H3
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",9.96,275.9970599999996,10,101,16,0,0,None
representatives to the steering committee,9.96,264.47333999999955,10,41,5,0,0,None
3.1 Schools:,9.96,241.43585999999954,10,12,2,0,1,None
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,9.96,229.91213999999954,10,90,13,0,0,None
Coordinators of Ontario (TALCO) (Executive Council of OSLA to name representative in,9.96,218.62745999999953,10,84,12,0,0,None
consultation with TALCO),9.96,207.10373999999953,10,24,3,0,0,None
3.2 Universities:,9.96,195.46049999999954,10,17,2,0,1,None
- Ontario Council of University Libraries (OCUL) (OCUL to name),9.96,184.05629999999954,10,63,10,0,0,None
3.3 Colleges:,9.96,172.41305999999955,10,13,2,0,1,None
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name)",9.96,161.00885999999954,10,84,14,0,0,None
3.4 Public libraries:,9.96,149.48513999999955,10,21,3,0,1,None
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",9.96,137.96141999999955,10,93,12,0,0,None
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",9.96,126.43769999999955,10,87,12,0,0,None
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),9.96,114.91397999999955,10,88,12,0,0,None
"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)",9.96,103.50977999999955,10,55,9,0,0,None
RFP: To Develop the Ontario Digital Library Business Plan,7.56,49.52484,10,57,9,0,0,None
March 2003,7.56,49.52484,10,10,2,0,0,None
11111111,9.0,48.0961,10,8,1,0,1,None
3.5 Ontario Library Association representative (ex-officio) (OLA to appoint one representative),9.96,708.7488000000001,11,95,11,0,1,None
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.96,697.1055600000001,11,91,17,0,0,None
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.96,685.58184,11,94,14,0,0,None
"the preparation of the business plan, finance, and communications.",9.96,674.1776400000001,11,66,9,0,0,None
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.96,651.1401600000002,11,94,17,0,1,None
"discretion, call on invited experts to advise on issues as required.",9.96,639.6164400000001,11,68,11,0,0,None
4. Appointment Criteria and Process,9.96,616.6984800000001,11,35,5,0,1,H3
4.1 Groups and organizations named in Section 3 above are responsible for appointing up to two,9.96,593.0534400000001,11,94,16,0,1,None
representatives to the Steering Committee.,9.96,581.0516400000001,11,42,5,0,0,None
4.2,9.96,557.0480400000001,11,3,1,0,1,None
Desired characteristics for steering committee appointees include:,9.96,557.0480400000001,11,66,7,0,0,None
• Strategic thinkers;,9.96,532.9249200000002,11,21,3,0,0,None
• Committed to the concept of multi-sector partnerships;,9.96,520.6840800000001,11,56,8,0,0,None
• Knowledgeable about digital libraries and resources;,9.96,508.56276,11,54,7,0,0,None
• Knowledgeable about government structures;,9.96,496.32192000000003,11,44,5,0,0,None
• Respected by their communities; influential;,9.96,484.2006,11,46,6,0,0,None
• Able to take a consultative approach;,9.96,472.07928,11,39,7,0,0,None
• Able to devote time to Steering Committee business: approximately one day per month for,10.01,457.85844,11,89,15,0,0,None
meetings plus 2-3 working days per month on related activities.,10.02,444.228,11,63,10,0,0,None
5. Term,9.96,421.25874,11,7,2,0,1,H3
Expected term on the Steering Committee is the time required to complete development of the,9.96,398.10174,11,91,15,0,0,None
business plan plus two months. This process is expected to take approximately 6 months.,9.96,386.69754,11,87,14,0,0,None
6. Chair,9.96,363.77958,11,8,2,0,1,H3
Chair will be appointed by the Board of the Ontario Library Association.,9.96,340.62258,11,72,12,0,0,None
Role of the Chair:,9.96,315.42378,11,18,4,0,0,None
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.96,292.3863,11,104,19,0,0,None
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.96,280.86258,11,96,14,0,0,None
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.96,269.33885999999995,11,101,19,0,0,None
"the business plan, and communications to stakeholders, funders, and government.",9.96,257.81513999999993,11,79,10,0,0,None
7. Meetings,9.96,235.01669999999993,11,11,2,0,1,H3
It is expected that in person meetings are held once per month and the majority of business will be,9.96,211.85969999999992,11,99,19,0,0,None
"conducted by e-mail, and teleconference.",9.96,200.33597999999992,11,40,5,0,0,None
8. Lines of Accountability and Communication,9.96,177.53753999999992,11,44,6,0,1,H3
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.96,154.3805399999999,11,94,16,0,1,None
funders.,9.96,142.8568199999999,11,8,1,0,0,None
8.2 The role of the Ontario Library Association is to assume responsibility for funds contributed by the,9.96,119.81933999999991,11,104,17,0,1,None
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.96,108.41513999999991,11,86,16,0,0,None
disperse them for purposes as directed by the Steering Committee. OLA will provide,9.96,96.89141999999991,11,82,13,0,0,None
financial reports to the Steering Committee as requested and shall comply with all,9.96,85.36769999999991,11,82,13,0,0,None
government reporting regulations for funds received.,9.96,73.84397999999992,11,52,6,0,0,None
RFP: To Develop the Ontario Digital Library Business Plan,7.56,49.52484,11,57,9,0,0,None
March 2003,7.56,49.52484,11,10,2,0,0,None
12121212,9.0,48.0961,11,8,1,0,1,None
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.96,697.1148000000001,12,94,14,0,1,None
ongoing communications and consultation on issues and progress. The Steering committee,9.96,685.59108,12,86,11,0,0,None
is responsible for strong liaison with government particularly the Chief Information Officer,9.96,674.1868800000001,12,92,12,0,0,None
"Community Services Cluster, ADM’s and Deputy Ministers.",9.96,662.6631600000001,12,55,7,0,0,None
9. Financial and Administrative Policies,9.96,639.7452000000001,12,40,5,0,1,H3
9.1 Service on the Steering Committee is non-remunerative,9.96,616.5882,12,57,8,0,1,None
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,9.96,605.1840000000001,12,94,14,0,1,None
policies of the Ontario Library Association,9.96,593.6602800000001,12,43,6,0,0,None
9.3 Conflict of Interest:,9.96,582.13656,12,25,4,0,1,None
The ODL Steering Committee will function according to standard conflict of interest guidelines,9.96,570.61284,12,94,13,0,0,None
"ensuring that members, their immediate family members, or their places of employment, will",9.96,559.08912,12,90,13,0,0,None
not benefit financially from the decisions the Steering Committee might make. As a first,9.96,547.5654,12,88,14,0,0,None
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",9.96,536.1612,12,97,16,0,0,None
statement and procedural guidelines that will govern its work.,9.96,524.63748,12,62,9,0,0,None
RFP: To Develop the Ontario Digital Library Business Plan,7.56,49.52484,12,57,9,0,0,None
March 2003,7.56,49.52484,12,10,2,0,0,None
13131313,9.0,48.0961,12,8,1,0,1,None
Appendix C:,12.0,682.572,13,11,2,0,0,None
ODL’s Envisioned Electronic Resources,12.0,682.572,13,37,4,0,0,None
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,9.96,643.97874,13,97,17,0,0,None
collaboration and resource sharing. ODL will be a portal - capable of customization as,9.96,632.45502,13,86,14,0,0,None
"a home page for local libraries - to organized, comprehensive, authoritative and validated",9.96,620.9313,13,90,13,0,0,None
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,9.96,609.5271,13,98,17,0,0,None
"of their education, life and work. Some examples:",9.96,598.00338,13,49,8,0,0,None
1. Reference Resources,9.96,574.9659,13,22,3,0,1,None
"- directories: companies, associations, organizations, governments, educational institutions,",9.96,551.9284200000001,13,93,8,0,0,None
etc. etc.,9.96,540.5242200000001,13,9,2,0,0,None
"- almanacs, country information",9.96,529.0005000000001,13,31,4,0,0,None
"- dictionaries, thesauri, encyclopedias",9.96,517.4767800000001,13,39,4,0,0,None
-consumer information,9.96,505.95306,13,21,2,0,0,None
"- phone books,",9.96,494.42933999999997,13,14,3,0,0,None
"- travel guides, entertainment guides",9.96,483.02513999999996,13,37,5,0,0,None
- weather information,9.96,471.50141999999994,13,21,3,0,0,None
- media/newspapers,9.96,459.9776999999999,13,18,2,0,0,None
"- leisure time, recreational activity guides",9.96,448.4539799999999,13,44,6,0,0,None
- indexing and abstracting services,9.96,436.93025999999986,13,35,5,0,0,None
"- currency converters,",9.96,425.40653999999984,13,22,3,0,0,None
- virtual reference services,9.96,414.00233999999983,13,28,4,0,0,None
-vocational/career information,9.96,402.4786199999998,13,30,2,0,0,None
-internet search engines,9.96,390.9548999999998,13,24,3,0,0,None
-current awareness services,9.96,379.43119999999993,13,27,3,0,0,None
2. Subject Guides,9.96,356.39374,13,17,3,0,1,None
-arts and humanities,9.96,333.47578,13,20,3,0,0,None
- business and economics,9.96,321.95201999999995,13,24,4,0,0,None
- education,9.96,310.4282999999999,13,11,2,0,0,None
-recreation and sports,9.96,298.9045799999999,13,22,3,0,0,None
"-entertainment - games, activities for kids",9.96,287.50034,13,43,6,0,0,None
-health information,9.96,275.97661999999997,13,19,2,0,0,None
-science and technology,9.96,264.45289999999994,13,23,3,0,0,None
-social sciences,9.96,252.92917999999995,13,16,2,0,0,None
-society and culture,9.96,241.40545999999995,13,20,3,0,0,None
3. Educational tool-kits,9.96,218.48749999999995,13,24,3,0,1,None
"-guides to information gathering methodologies, information literacy",9.96,195.45001999999994,13,68,7,0,0,None
-study guides,9.96,183.9263399999999,13,13,2,0,0,None
-study skill development,9.96,172.4026199999999,13,24,3,0,0,None
-web-based curricula,9.96,160.8788999999999,13,20,2,0,0,None
-internet search guides,9.96,149.47469999999998,13,23,3,0,0,None
"4. Journals, books, maps, music etc.",9.96,126.43721999999997,13,36,6,0,1,None
RFP: To Develop the Ontario Digital Library Business Plan,7.56,49.52484,13,57,9,0,0,None
March 2003,7.56,49.52484,13,10,2,0,0,None
14141414,9.0,48.0961,13,8,1,0,1,None
Parsippany -Troy Hills STEM Pathways,28.01,726.62319585,0,36,5,0,0,H1
Mission Statement: To provide PTHSD high school students with the opportunity to,12.52,685.8685093211,0,80,12,0,0,None
"concentrate their studies, beyond those required in high school, in the areas of science,",12.0,671.248736,0,89,14,0,0,None
"technology, engineering, and mathematics, and expose students to relevant real world",12.0,656.993036,0,84,11,0,0,None
"experiences through project work, conferences and presentations to enhance their high school",12.0,642.7373359999999,0,92,12,0,0,None
experience.,12.0,628.4816359999999,0,11,1,0,0,None
Goals:,14.01,591.9174908922,0,6,1,0,0,None
"• Inspire keen interest in mathematics, science, engineering, and",11.51,569.2216625499999,0,65,9,0,0,None
"technology, develop strong scholarship in the subject and",11.51,555.7108625499999,0,57,8,0,0,None
promote the enjoyment of these studies in high school.,11.51,542.2000625499999,0,54,9,0,0,None
• Expose students to potential career opportunities in the field.,11.51,528.69116255,0,65,10,0,0,None
• Encourage students to pursue higher education and major in,11.51,515.1803625499999,0,60,10,0,0,None
STEM careers.,11.51,501.66956254999997,0,13,2,0,0,None
• Promote interactions with STEM professionals to learn about,11.51,488.15876254999995,0,61,9,0,0,None
future opportunities.,11.51,474.64796254999993,0,21,2,0,0,None
• Support field experiences connected to the world outside of,11.51,461.13716254999997,0,61,10,0,0,None
the school building.,11.51,447.62636254999995,0,20,3,0,0,None
"• Signal to employers, universities, training programs, and",11.51,434.11556254999994,0,59,8,0,0,None
military that a student has completed a comprehensive course,11.51,420.6047625499999,0,60,9,0,0,None
of study in a specialized area.,11.51,407.09396254999996,0,31,6,0,0,None
"• Cultivate transferable work habits such as perseverance, goal",11.51,393.58316254999994,0,63,9,0,0,None
"setting, and self-direction.",11.51,380.0723625499999,0,28,3,0,0,None
PATHWAY OPTIONS,15.31,334.76594176,0,15,2,1,0,H2
REGULAR PATHWAY,15.31,308.93525000000005,0,15,2,1,0,None
4 credits of Math,11.01,278.559207465,0,17,4,0,1,None
4 credits of Science,11.01,265.05020746499997,0,20,4,0,1,None
4 credits of STEM-designated electives,11.01,251.54120746499999,0,38,5,0,1,None
● Maintain an overall 2.85 GPA,11.01,238.032207465,0,30,6,0,0,None
Participate in a minimum of 3 STEM,11.01,224.523207465,0,34,7,0,0,None
presentations/conferences each year,11.01,211.01420746500003,0,35,3,0,0,None
with a required minimum total of 12,11.01,197.50520746500004,0,35,7,0,0,None
presentations/conferences throughout,11.01,183.99620746500005,0,36,2,0,0,None
the 4 years. *,11.01,170.487207465,0,14,4,0,0,None
Join and actively participate in a,11.01,156.97820746500003,0,34,6,0,0,None
STEM-related extracurricular activity or,11.01,143.46920746500004,0,40,4,0,0,None
club every year of attendance. -,11.01,129.96020746500005,0,32,6,0,0,None
DISTINCTION PATHWAY,15.31,308.93525000000005,0,19,2,1,0,None
4 credits of Math - At least one math,11.01,296.570507465,0,37,9,0,1,None
course should be an AP Math class.,11.01,283.061507465,0,34,7,0,0,None
4 credits of Science- At least one,11.01,269.55250746499996,0,34,7,0,1,None
science course should be an AP,11.01,256.04350746499995,0,30,6,0,0,None
Science class.,11.01,242.53450746500002,0,14,2,0,0,None
4 credits of STEM-designated electives,11.01,229.02550746500003,0,38,5,0,1,None
- One must be a Computer,11.01,215.51650746500005,0,24,6,0,0,None
Science/Technology Class,11.01,202.007507465,0,24,2,0,0,None
● Maintain an overall 3.5 GPA,11.01,188.49850746500002,0,29,6,0,0,None
Participate in a minimum of 3 STEM,11.01,174.98950746500003,0,34,7,0,0,None
presentations/conferences a year with a,11.01,161.48050746500004,0,39,5,0,0,None
required minimum total of 12,11.01,147.97150746500006,0,28,5,0,0,None
presentations/conferences throughout,11.01,134.46250746500007,0,36,2,0,0,None
the 4 years.,11.01,120.95350746500006,0,12,3,0,0,None
Join and actively participate in a,11.01,107.44450746500006,0,34,6,0,0,None
STEM-related extracurricular activity or,11.01,93.93550746500006,0,40,4,0,0,None
club every year of attendance.,11.01,80.42650746500006,0,30,5,0,0,None
Either participate in an internship or,11.01,66.91750746500006,0,38,6,0,0,None
design and implement a community,11.01,53.408507465000056,0,32,5,0,0,None
impact project.,11.01,39.899507465000056,0,15,2,0,0,None
Elective Course Offerings,22.01,722.0865670931462,1,25,3,0,0,H2
Science,12.0,690.139,1,7,1,0,0,None
Math,12.0,690.139,1,4,1,0,0,None
Computer Science/,12.0,690.139,1,17,2,0,0,None
Technology,12.0,675.8833,1,10,1,0,0,None
Art,12.0,690.139,1,3,1,0,0,None
Applied,12.0,690.139,1,7,1,0,0,None
Technology/,12.0,675.8833,1,11,1,0,0,None
Family Consumer,12.0,661.6275999999999,1,15,2,0,0,None
Science and Other,12.0,647.3718999999999,1,17,3,0,0,None
AP Biology,11.0,627.1229911749998,1,10,2,0,0,None
AP Chemistry,11.0,613.6175911749998,1,12,2,0,0,None
AP Physics C,11.0,600.1121911749998,1,12,3,0,0,None
Forensics,11.0,586.6067911749998,1,9,1,0,0,None
Honors Anatomy,11.0,573.1013911749998,1,14,2,0,0,None
and Physiology,11.0,559.5959911749998,1,14,2,0,0,None
AP Environmental,11.0,546.090637475,1,16,2,0,0,None
Science,11.0,532.585237475,1,7,1,0,0,None
• Marine Biology,11.0,519.079837475,1,16,3,0,0,None
• MythBusting: The,11.0,451.552837475,1,18,3,0,0,None
Organic Chemistry,11.0,505.574437475,1,17,2,0,0,None
Genetics,11.0,492.069037475,1,8,1,0,0,None
Astronomy,11.0,478.563637475,1,9,1,0,0,None
Bioethics,11.0,465.058237475,1,9,1,0,0,None
Science of,11.0,438.047437475,1,10,2,0,0,None
Literature and,11.0,424.542037475,1,14,2,0,0,None
Films,11.0,411.03663747499996,1,5,1,0,0,None
+AP Calculus,9.73,628.735112521,1,12,2,0,0,None
+AP Statistics,9.77,616.730512521,1,14,2,0,0,None
+Calculus,9.63,604.726012521,1,9,1,0,0,None
"Probability,",10.0,592.721212521,1,12,1,0,0,None
"Statistics,",10.0,580.7164125209999,1,11,1,0,0,None
and Discrete,10.0,568.7116125209999,1,12,2,0,0,None
Math,10.0,556.7068125209998,1,4,1,0,0,None
+Precalculus,9.73,544.703412521,1,12,1,0,0,None
Algebra 3 &,10.0,532.698612521,1,11,3,0,0,None
Trigonometry,10.0,520.6938125209999,1,12,1,0,0,None
Applied Math,10.0,508.68901252099994,1,12,2,0,0,None
Honors,10.0,496.68421252099995,1,6,1,0,0,None
Accounting 1,10.0,484.67941252099996,1,12,2,0,0,None
Investments,10.0,472.674612521,1,11,1,0,0,None
Economics,10.0,448.665012521,1,9,1,0,0,None
Business,10.0,436.660212521,1,8,1,0,0,None
Org.,10.0,424.655412521,1,4,1,0,0,None
Management,10.0,412.650612521,1,10,1,0,0,None
Computer,11.0,627.124002575,1,8,1,0,0,None
Programming in C++,11.0,613.618602575,1,18,3,0,0,None
Robotics,11.0,600.1132374749999,1,8,1,0,0,None
Computer Science and,11.0,586.6078374749999,1,20,3,0,0,None
Programming Concepts,11.0,573.1024374749999,1,20,2,0,0,None
with Python,11.0,559.597037475,1,11,2,0,0,None
AP Computer Science,11.0,546.091637475,1,19,3,0,0,None
Principles,11.0,532.586237475,1,10,1,0,0,None
AP Computer Science A,11.0,519.080837475,1,21,4,0,0,None
Honors Data Structures,11.0,505.575437475,1,22,3,0,0,None
and Advanced,11.0,492.070037475,1,12,2,0,0,None
Programming,11.0,478.564637475,1,11,1,0,0,None
Networks (CCNA cert),10.0,465.70961252099994,1,20,3,0,0,None
"Switching, Routing, &",10.0,452.20421252099993,1,21,3,0,0,None
Wireless Essentials,10.0,439.65919652099996,1,19,2,0,0,None
(CCNA cert),10.0,427.65439652099997,1,11,2,0,0,None
Cybersecurity (CCNA,10.0,414.68921252099994,1,19,2,0,0,None
cert),10.0,402.14419652099997,1,5,1,0,0,None
• Graphic,10.0,628.732545621,1,9,2,0,0,None
Design,10.0,616.7277456209999,1,6,1,0,0,None
• Digital,10.0,604.7229456209999,1,9,2,0,0,None
Photography,10.0,592.7181456209998,1,11,1,0,0,None
Advanced,10.0,580.7133456209998,1,8,1,0,0,None
Digital,10.0,568.7085456209998,1,7,1,0,0,None
Photography,10.0,556.7037456209997,1,11,1,0,0,None
***AP,10.0,448.6672983209997,1,5,1,1,0,None
Captsone -,10.0,436.6624983209997,1,10,2,0,0,None
Seminar and,10.0,424.6576983209997,1,11,2,0,0,None
Research w/,10.0,412.6528983209997,1,11,2,0,0,None
advisor,10.0,400.64809832099974,1,7,1,0,0,None
approval,10.0,388.64329832099975,1,8,1,0,0,None
• Nutrition for an,10.0,628.7355468209997,1,18,4,0,0,None
Active Lifestyle,10.0,616.7307468209997,1,16,2,0,0,None
Engineering,10.0,604.7259468209996,1,11,1,0,0,None
CAD and Design,10.0,592.7211468209996,1,14,3,0,0,None
Foundations,10.0,580.7163468209995,1,11,1,0,0,None
Television,10.0,568.7107965209995,1,10,1,0,0,None
Production I / II,10.0,556.7059965209994,1,17,4,0,0,None
• Careers in,10.0,544.7011965209994,1,12,3,0,0,None
Medicine (Phys,10.0,532.6963965209993,1,14,2,0,0,None
Ed department),10.0,520.6915965209993,1,14,2,0,0,None
• Woods Tech 1,10.0,508.686712521,1,14,4,0,0,None
and 2,10.0,496.681912521,1,5,2,0,0,None
• Honors,10.0,484.677112521,1,8,2,0,0,None
Engineering and,10.0,472.67231252100004,1,15,2,0,0,None
Design,10.0,460.66751252100005,1,6,1,0,0,None
What Colleges Say!,18.01,293.60542,1,18,3,0,0,H3
"When asked the question, “Would participation in the",11.01,266.05713744999997,1,52,8,0,0,None
STEM Pathways set PTHSD students apart when applying,11.01,252.54633744999998,1,52,8,0,0,None
"to your school?”, colleges responded with the following:",11.01,239.03553745,1,56,8,0,0,None
"Drew University: “Yes,it would show that they are",11.01,266.05713744999997,1,49,8,0,0,None
challenging themselves in the classroom.”,11.01,252.54633744999998,1,41,5,0,0,None
SUNY Binghamton: “Yes. We are a R1 research institution,11.01,212.01393745,1,55,9,0,0,None
and students with a strong STEM curriculum that includes,11.01,198.50313745,1,56,9,0,0,None
research or lab work are generally more competitive in our,11.01,184.99233745,1,58,10,0,0,None
applicant pool and more success as students at,11.01,171.48153745000002,1,46,8,0,0,None
Binghamton because of their early HS experience.”,11.01,157.97073745000003,1,49,7,0,0,None
NJIT: “Yes- this would demonstrate to Admissions that a,11.01,225.52473744999998,1,55,9,0,0,None
"student is interested in STEM programs, and would be a",11.01,212.01583745,1,54,10,0,0,None
strong candidate for our programs.”,11.01,198.50503745,1,35,5,0,0,None
"Ithaca College: “Yes, we look for students who participate",11.01,171.48343745,1,58,9,0,0,None
in classes and activities that enhance their knowledge and,11.01,157.97263745,1,58,9,0,0,None
skills in their area of interest.”,11.01,144.46183745000002,1,34,6,0,0,None
Towson University: “Participation in this program would,11.01,130.94913745000002,1,55,7,0,0,None
show us that the student is challenging him/herself in their,11.01,117.43833745,1,60,10,0,0,None
courses which is something we look at when reviewing,11.01,103.92753745,1,52,9,0,0,None
applications.”,11.01,90.41673745,1,14,1,0,0,None
Montclair University: “Rigorous math and science lab,11.01,117.44023745000003,1,52,7,0,0,None
classes beyond standard curriculum could be looked at for,11.01,103.92943745,1,57,9,0,0,None
scholarship eligibility along with high GPA.”,11.01,90.41863744999999,1,45,6,0,0,None
For more information and our application please visit our website by clicking here.,12.01,58.150756,1,83,13,0,0,None
